,Job Title,Rating,Company Name,Location,Sector,avg Salary,avg size,Founded
1852,"Formulation Scientist, Sterile Products",3.9,"GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals,190000.0,,1830
1853,Sr. Research Scientist-Liver,3.2,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals,190000.0,500.0,-1
1854,Senior Cyber Applied Research Scientist (CH),3.8,"Lockheed Martin
3.8","Cherry Hill, NJ",Aerospace & Defense,190000.0,,1995
1855,Virology Data Analysts,3.4,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals,190000.0,,1987
1856,SQL Data Analyst,3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",Information Technology,190000.0,200.0,2011
1857,"Clinical Scientist, Vaccines",4.1,"Pfizer
4.1","Collegeville, PA",Biotech & Pharmaceuticals,190000.0,,1849
1858,Sr. Research Scientist CNS,3.2,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals,190000.0,500.0,-1
1859,Data Modeler,3.9,"JPMorgan Chase Bank, N.A.
3.9","Wilmington, DE",Finance,190000.0,,1799
1860,Vector Optimization Senior Research Scientist,3.2,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals,190000.0,500.0,-1
1861,Data Analyst-(analytics),3.6,"A2C Consulting
3.6","Philadelphia, PA",Business Services,190000.0,50.0,1994
1862,"Senior Scientist, Immunology",3.9,"GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals,190000.0,,1830
1863,"Senior Associate Scientist, Biophysical Screening",4.0,"J&J Family of Companies
4.0","Spring House, PA",Biotech & Pharmaceuticals,190000.0,,1887
1864,"Principal Scientist, Computational Genomics",4.0,"J&J Family of Companies
4.0","Spring House, PA",Biotech & Pharmaceuticals,190000.0,,1887
1865,Business Analyst - Data Science & SQL,3.5,"Computer Enterprises, Inc.
3.5","Philadelphia, PA",Information Technology,190000.0,1000.0,1992
1866,Principal Scientist-R&D Analytical-Raw Materials,4.0,"J&J Family of Companies
4.0","Fort Washington, PA",Biotech & Pharmaceuticals,190000.0,,1887
1867,"Principal Scientist, Global Self-Care Stability",4.0,"J&J Family of Companies
4.0","Fort Washington, PA",Biotech & Pharmaceuticals,190000.0,,1887
1868,Analytic Consultant 5 - Consumer Collections & Servicing Analytics,3.6,"Wells Fargo
3.6","Wilmington, DE",Finance,190000.0,,1852
1869,VP -- US Consumer Digital Prospecting Data Scientist,3.7,"Citi
3.7","Wilmington, DE",Finance,190000.0,,1812
1870,Lead Data Analyst,3.9,"GSK
3.9","Brentford, United Kingdom",Biotech & Pharmaceuticals,190000.0,,1830
1871,Data Engineer II,-1.0,Black Knight Financial Technology Solutions,"Philadelphia, PA",-1,112000.0,,-1
1872,Process Development Scientist |PR,3.4,"RCM Technologies
3.4","Pennsauken, NJ",Information Technology,112000.0,5000.0,1971
1873,Data Modeler,3.7,"eTeam Inc.
3.7","Media, PA",Business Services,112000.0,200.0,1999
1874,Data Engineer ( Kafka),-1.0,"Integrated Technology Strategies, Inc.","Cherry Hill, NJ",Consumer Services,112000.0,50.0,-1
1875,"Senior Scientist, CAR-T Analytical Development-Cell & Gene Therapy, Vaccines (PCR)",4.0,"J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals,112000.0,,1887
1876,Research Scientist - Lentivirus Focus,-1.0,"Spirovant Sciences, Inc.","Philadelphia, PA",Biotech & Pharmaceuticals,112000.0,50.0,-1
1877,Research Scientist - Adeno-associated Virus (AAV) Focus,-1.0,"Spirovant Sciences, Inc.","Philadelphia, PA",Biotech & Pharmaceuticals,112000.0,50.0,-1
1878,"Research Scientist, Vector Engineering",-1.0,SwanBio Therapeutics,"Philadelphia, PA",-1,112000.0,,-1
1879,Associate Clinical Scientist/Clinical Trial Associate,3.6,"Inovio Pharmaceuticals
3.6","Plymouth Meeting, PA",Biotech & Pharmaceuticals,112000.0,500.0,-1
1880,Director of Quantitative Research,3.1,"M3 USA
3.1","Fort Washington, PA",Information Technology,112000.0,50.0,-1
1881,"Principal Scientist, CAR-T Cell Characterization Flow Lead-Cell Therapies",4.0,"J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals,112000.0,,1887
1882,"Principal Scientist, CAR-T Characterization Lead - Cell Therapies",4.0,"J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals,112000.0,,1887
1883,MRI Associate Principal Scientist,3.9,"Merck
3.9","West Point, PA",Biotech & Pharmaceuticals,112000.0,,1891
1884,Financial Data Scientist,3.6,"Qurate Retail Group
3.6","West Chester, PA",Retail,112000.0,,-1
1885,Measurement Scientist,3.2,"Law School Admissions Council, Inc.
3.2","Newtown, PA",Non-Profit,112000.0,500.0,-1
1886,Senior Quantitative Researcher,4.6,"STEVENS CAPITAL MANAGEMENT LP
4.6","Radnor, PA",Finance,112000.0,200.0,2002
1887,"Senior Scientist, Genomics",3.9,"GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals,112000.0,,1830
1888,TECAN Automation Scientist,3.8,"ProClinical
3.8","Collegeville, PA",Business Services,78500.0,200.0,2005
1889,Pharmaceutical Upstream Processing Scientist - III,3.4,"On-Board Companies
3.4","West Point, PA",Business Services,78500.0,5000.0,1976
1890,Senior Product Development Scientist / Pharmaceutical Sterile Products,4.4,"Pharmaceutical
4.4","Berwyn, PA",-1,78500.0,,-1
1891,Data Analyst- Remote,3.9,"Fred Beans
3.9","Doylestown, PA",Retail,78500.0,5000.0,-1
1892,"Senior Scientist, Downstream Process Development",3.9,"GSK
3.9","King of Prussia, PA",Biotech & Pharmaceuticals,78500.0,,1830
1893,In Process Analytical Scientist,3.4,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals,78500.0,,1987
1894,"Business Applications, Infor Analytics Consultant",3.7,"Grant Thornton
3.7","Philadelphia, PA",Accounting & Legal,78500.0,10000.0,1924
1895,Data Science Software Engineer,3.6,"Enverus
3.6","Conshohocken, PA","Oil, Gas, Energy & Utilities",78500.0,5000.0,1999
1896,Computer Scientist/Computer Engineer/IT Professional,3.3,"The GBS Group
3.3","Philadelphia, PA",Business Services,78500.0,200.0,2005
1897,"Lead Data Scientist, People Analytics and Insights",3.8,"Citibank
3.8","Wilmington, DE",Finance,78500.0,5000.0,-1
1898,Salesforce Business Intelligence Analyst II,4.4,"Contemporary Staffing Solutions
4.4","Fort Washington, PA",Business Services,78500.0,5000.0,1994
1899,"Scientist, Analytical Outsource Stability",3.0,"Eisai US
3.0","Exton, PA",Biotech & Pharmaceuticals,78500.0,500.0,-1
1900,"Senior Scientist, Neuroscience",3.9,"GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals,78500.0,,1830
1901,Data Engineer,3.9,"AETEA Information Technology Inc
3.9","Wilmington, DE",Information Technology,78500.0,500.0,2004
1902,"Sr. Principal Scientist, Chemistry",3.1,"Arbutus Biopharma
3.1","Warminster, PA",Biotech & Pharmaceuticals,78500.0,200.0,-1
1903,Sample Management Scientist,3.4,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals,78500.0,,1987
1904,"Associate Principal Scientist, Vaccine Process Development and Commercialization (Upstream)",3.9,"Merck
3.9","West Point, PA",Biotech & Pharmaceuticals,78500.0,,1891
1905,Senior Scientist-UV Coatings,3.4,"Keystone Industries
3.4","Cherry Hill, NJ",Manufacturing,78500.0,500.0,-1
1906,SR BUSINESS DATA ANALYST PRN,3.2,"Cooper University Health Care
3.2","Camden, NJ",Health Care,78000.0,10000.0,1887
1907,"Senior Scientist, Assay Operations",3.9,"Merck
3.9","West Point, PA",Biotech & Pharmaceuticals,78000.0,,1891
1908,Spark/Big Data Engineer,3.7,"Pyramid Consulting, Inc.
3.7","Philadelphia, PA",Information Technology,78000.0,5000.0,1996
1909,HPLC Prep Scientist,3.4,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals,78000.0,,1987
1910,Downstream Sr. Scientist,4.5,"Piper Companies
4.5","Philadelphia, PA",Business Services,78000.0,500.0,2011
1911,Process Development Downstream Sr. Scientist,4.5,"Piper Companies
4.5","Philadelphia, PA",Business Services,78000.0,500.0,2011
1912,"Senior Scientist, Vaccine Process Development and Commercialization (Downstream)",3.9,"Merck
3.9","West Point, PA",Biotech & Pharmaceuticals,78000.0,,1891
1913,Drug Product Scientist,3.4,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals,78000.0,,1987
1914,Senior Managing Consultant - Data Science,-1.0,"BLDS, LLC","Philadelphia, PA",-1,78000.0,,-1
1915,Process Scientist/Senior Process Scientist,4.0,"Flamma USA
4.0","Malvern, PA",-1,78000.0,1000.0,-1
1916,Senior Upstream Processing Scientist,3.7,"Ubertal Inc
3.7","West Point, PA",-1,78000.0,200.0,-1
1917,Data Engineer (Python and SQL),5.0,"Queen Consulting Group, Inc.
5.0","Philadelphia, PA",-1,78000.0,200.0,-1
1918,Upstream Scientist - Bioreactors,3.6,"The Fountain Group
3.6","West Point, PA",Business Services,78000.0,5000.0,2001
1919,Patient Recruitment Data Analyst (ArcGIS),-1.0,Pharmica Consulting,"Norristown, PA",-1,78000.0,,-1
1920,Data Science/Models/Statistics/Python/R/AWS,1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA",Business Services,78000.0,50.0,-1
1921,Data Engineer II,4.7,"Voca
4.7","Philadelphia, PA",Business Services,78000.0,500.0,2005
1922,Senior Data Analyst,3.6,"A2C Consulting
3.6","Philadelphia, PA",Business Services,78000.0,50.0,1994
1923,Data Engineer,4.8,"System Soft Technologies
4.8","Cherry Hill, NJ",Information Technology,78000.0,500.0,1999
1924,Research Scientist CNS,3.2,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals,78000.0,500.0,-1
1925,"Associate Scientist, QC Microbiology",2.6,"WuXi AppTec
2.6","Philadelphia, PA",Biotech & Pharmaceuticals,78000.0,,2000
1926,Pharmaceutical Customer Data Analyst,4.1,"APN Software Services Inc.
4.1","Plymouth Meeting, PA",Information Technology,78000.0,200.0,-1
1927,Data Engineer - PySpark/Spark-SQL/AWS,3.3,"IT Pros
3.3","Philadelphia, PA",Business Services,78000.0,50.0,2011
1928,Data Analytics Architect,3.7,"RELX Group
3.7","Philadelphia, PA",Information Technology,78000.0,,1880
1929,Airflow Data Engineer,-1.0,"Lumaxia Consulting, LLC.","Wilmington, DE",Business Services,78000.0,,2017
1930,ELSI Research Associate - Hussman (Social Scientist Scholar),-1.0,University of Miami Health System,"Philadelphia, PA",-1,78000.0,,-1
1931,Clinical Laboratory Scientist | 2nd shift,3.6,"Main Line Health
3.6","Media, PA",Health Care,78000.0,,1985
1932,Clinical Safety and Risk Management CSRM Medical Associate / Senior Scientist,3.9,"Merck
3.9","North Wales, PA",Biotech & Pharmaceuticals,78000.0,,1891
1933,"Senior Scientist, Biopharm Upstream Process Development",3.9,"GSK
3.9","King of Prussia, PA",Biotech & Pharmaceuticals,78000.0,,1830
1934,Lead Data Scientist-NLP Expert,3.6,"USAA
3.6","San Antonio, TX",Insurance,125000.0,,1922
1935,Director Data Scientist - Data Science Hub,3.6,"USAA
3.6","San Antonio, TX",Insurance,125000.0,,1922
1936,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,125000.0,5000.0,1947
1937,Analytic Consultant 5 Quality Control Lead,3.6,"Wells Fargo
3.6","San Antonio, TX",Finance,125000.0,,1852
1938,Sr. Tech Svc Scientist (I),2.9,"The Nature's Bounty Co.
2.9","San Antonio, TX",Manufacturing,125000.0,5000.0,1971
1939,Data Scientist,3.8,"Tata Consultancy Services
3.8","San Antonio, TX",Information Technology,125000.0,,1968
1940,Data Scientist,4.5,"B.E.A.T.
4.5","San Antonio, TX",Information Technology,125000.0,200.0,2008
1941,ENGINEER - RESEARCH ENGINEER - SCIENTIST - ELECTROMAGNETICS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,125000.0,5000.0,1947
1942,Data Scientist,4.4,"Knowesis Inc.
4.4","San Antonio, TX",Business Services,125000.0,200.0,2007
1943,Data Scientist,4.1,"Sysmind LLC
4.1","San Antonio, TX",Information Technology,125000.0,200.0,1999
1944,"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR OKLAHOMA CITY, OKLAHOMA",4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,125000.0,5000.0,1947
1945,Data Scientist,4.1,"Sierra Business Solution LLC
4.1","San Antonio, TX",-1,125000.0,200.0,-1
1946,Data Scientist,-1.0,Alakaina Family of Companies,"San Antonio, TX",-1,125000.0,,-1
1947,Data Scientist,3.2,"iHeartMedia
3.2","San Antonio, TX",Media,125000.0,,1972
1948,Data Scientist,3.7,"Tata Consultancy Services (North America)
3.7","San Antonio, TX",Information Technology,125000.0,,1968
1949,Data Scientist,3.6,"Alaka`ina Foundation Family of Companies
3.6","San Antonio, TX",-1,125000.0,1000.0,-1
1950,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - ADVANCED INSPECTION SYSTEMS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,125000.0,5000.0,1947
1951,Data Scientist,4.9,"B E A T LLC
4.9","San Antonio, TX",Telecommunications,125000.0,50.0,-1
1952,Data Scientist (DoD Secret Security Clearance),5.0,"ka-hoot
5.0","San Antonio, TX",Business Services,125000.0,50.0,2015
1953,Data Scientist,3.5,"Horizon Corp
3.5","San Antonio, TX",Finance,125000.0,10000.0,1864
1954,Data Scientist,3.4,"Ke`aki Technologies, LLC
3.4","San Antonio, TX",Information Technology,125000.0,5000.0,-1
1955,COMPUTER SCIENTIST- ENGINEER - RESEARCH ENGINEER - ROBOTICS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,125000.0,5000.0,1947
1956,Data Scientist,4.0,"CICONIX, LLC
4.0","San Antonio, TX",Government,125000.0,50.0,-1
1957,Data Scientist,3.4,"Koniag, Inc.
3.4","San Antonio, TX",Business Services,125000.0,1000.0,-1
1958,Data Engineer,3.1,"Group O
3.1","San Antonio, TX",Business Services,125000.0,5000.0,1974
1959,Data Scientist 2,3.6,"Humana
3.6","San Antonio, TX",Insurance,125000.0,,1961
1960,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,3.5,"Internal Revenue Service
3.5","San Antonio, TX",Government,125000.0,,1862
1961,Federal - Data Scientist,4.2,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology,125000.0,50.0,2002
1962,Business Intelligence Analyst -1,3.9,"Valero Energy Corporation
3.9","San Antonio, TX","Oil, Gas, Energy & Utilities",125000.0,,1980
1963,Business Intelligence Analyst Senior,3.6,"USAA
3.6","San Antonio, TX",Insurance,125000.0,,1922
1964,Data Scientist - Nationwide Opportunities,3.9,"Amazon
3.9","Schertz, TX",Information Technology,125000.0,,1994
1965,Senior Data Scientist,3.6,"Humana
3.6","San Antonio, TX",Insurance,73000.0,,1961
1966,Data Science Developer,3.8,"Apex Systems
3.8","San Antonio, TX",Business Services,73000.0,5000.0,1995
1967,Sr. Data Scientist with SAS,4.1,"Sierra Business Solution LLC
4.1","San Antonio, TX",-1,73000.0,200.0,-1
1968,Business Intelligence Analyst,3.9,"Valero
3.9","San Antonio, TX","Oil, Gas, Energy & Utilities",73000.0,,1980
1969,Lead Data Scientist,4.2,"CyberCoders
4.2","San Antonio, TX",Business Services,73000.0,500.0,1999
1970,Lead Data Scientist,3.6,"Humana
3.6","San Antonio, TX",Insurance,73000.0,,1961
1971,Data Scientist with Security Clearance,5.0,"Gridiron IT Solutions
5.0","San Antonio, TX",Information Technology,73000.0,200.0,2017
1972,Data Analyst,5.0,"Staffigo Technical Services, LLC
5.0","San Antonio, TX",Information Technology,73000.0,200.0,2008
1973,Data Analyst,3.6,"Ionidea
3.6","San Antonio, TX",Information Technology,73000.0,5000.0,1991
1974,Sr Data Engineer,3.1,"Group O
3.1","San Antonio, TX",Business Services,73000.0,5000.0,1974
1975,Data Analyst,3.4,"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",Business Services,73000.0,1000.0,2010
1976,Data Engineer,4.5,"Scaleworks
4.5","San Antonio, TX",Information Technology,73000.0,50.0,2016
1977,Data Engineer,3.5,"York Solutions, LLC
3.5","San Antonio, TX",Business Services,73000.0,200.0,1989
1978,Data Analyst,3.1,"Integrated Resources
3.1","San Antonio, TX",Business Services,73000.0,500.0,1996
1979,Data Scientist - Top Secret w/ SCI Eligibility,4.0,"LMI
4.0","San Antonio, TX",Business Services,73000.0,5000.0,1961
1980,Business Intelligence Analyst I,3.6,"USAA
3.6","San Antonio, TX",Insurance,73000.0,,1922
1981,Data Engineer,4.0,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology,73000.0,1000.0,2004
1982,Associate Data Engineer,3.4,"OptumCare
3.4","San Antonio, TX",Health Care,73000.0,1000.0,-1
1983,Data Engineer,3.9,"Daman, Inc.
3.9","San Antonio, TX",-1,73000.0,50.0,-1
1984,Business Intelligence Analyst Senior (Chief Financial Office),3.6,"USAA
3.6","San Antonio, TX",Insurance,73000.0,,1922
1985,Data Analyst,4.0,"CYNET SYSTEMS
4.0","San Antonio, TX",Information Technology,73000.0,1000.0,2010
1986,Federal - Senior Machine Learning Engineer,4.2,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology,73000.0,50.0,2002
1987,Federal - Senior Machine Learning Engineer,3.9,"Accenture
3.9","San Antonio, TX",Business Services,73000.0,,1989
1988,Data Scientist with Security Clearance,-1.0,Keaki Technologies,"San Antonio, TX",-1,73000.0,,-1
1989,Data Engineer,4.9,"B E A T LLC
4.9","San Antonio, TX",Telecommunications,73000.0,50.0,-1
1990,Business Intelligence Analyst III - Credit Card,3.6,"USAA
3.6","San Antonio, TX",Insurance,73000.0,,1922
1991,Machine Learning Engineer,3.5,"Horizon Corp
3.5","San Antonio, TX",Finance,73000.0,10000.0,1864
1992,Data Science Architect,4.3,"Onica Group
4.3","San Antonio, TX",Information Technology,73000.0,500.0,2017
1993,Data Analyst,3.8,"Apex Systems
3.8","San Antonio, TX",Business Services,73000.0,5000.0,1995
1994,Business Intelligence Analyst Senior - Marketing,3.6,"USAA
3.6","San Antonio, TX",Insurance,107000.0,,1922
1995,Data Engineer,4.5,"B.E.A.T.
4.5","San Antonio, TX",Information Technology,107000.0,200.0,2008
1996,Data Engineer,3.8,"Speridian Technologies LLC
3.8","San Antonio, TX",Information Technology,107000.0,1000.0,2003
1997,Data Science Team Lead,3.8,"Apex Systems
3.8","San Antonio, TX",Business Services,107000.0,5000.0,1995
1998,Data Engineer,3.0,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,107000.0,50.0,-1
1999,LEAD COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SPACE DATA SYSTEMS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,107000.0,5000.0,1947
2000,Scientist I Metrix,4.3,"H E B
4.3","San Antonio, TX",Retail,107000.0,,1905
2001,Data Analyst,2.5,"Vinsari
2.5","San Antonio, TX",-1,107000.0,200.0,-1
2002,Data Scientist (Sr.),-1.0,Cyber Warrior Network,"San Antonio, TX",Information Technology,107000.0,50.0,2015
2003,ANALYST - SCIENTIST - KINETICS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,107000.0,5000.0,1947
2004,Data Engineer,-1.0,GradTests (gradtests.com.au),"San Antonio, TX",-1,107000.0,,-1
2005,Data Engineer- Begin with Remote,4.0,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology,107000.0,1000.0,2004
2006,DATA ENGINEER,-1.0,Tech Quarry,"San Antonio, TX",-1,107000.0,,-1
2007,Data Analyst,3.9,"Diverse Lynx
3.9","San Antonio, TX",Information Technology,107000.0,1000.0,2002
2008,Data Engineer,2.5,"nfolks
2.5","San Antonio, TX",Business Services,107000.0,50.0,-1
2009,Business Intelligence Analyst I,-1.0,United Services Automobile Association (USAA),"San Antonio, TX",-1,107000.0,,-1
2010,ENGINEER - RESEARCH ENGINEER - SCIENTIST - KINETICS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,107000.0,5000.0,1947
2011,Data Engineer,2.9,"NTT DATA, Inc.
2.9","San Antonio, TX",Accounting & Legal,107000.0,500.0,-1
2012,Data Engineer,3.4,"Guidehouse
3.4","San Antonio, TX",Business Services,107000.0,10000.0,2018
2013,Contract Data Analyst,-1.0,"Amyx, Iinc.","San Antonio, TX",-1,107000.0,,-1
2014,Associate Scientist R&D,3.6,"Mylan Inc.
3.6","San Antonio, TX",Biotech & Pharmaceuticals,107000.0,,1961
2015,Data Engineer,3.4,"OptumCare
3.4","San Antonio, TX",Health Care,107000.0,1000.0,-1
2016,Data Analyst,3.7,"Huntington Ingalls Industries
3.7","San Antonio, TX",Aerospace & Defense,107000.0,,2011
2017,Data Analyst,3.3,"CDO Technologies Inc
3.3","San Antonio, TX",Information Technology,107000.0,500.0,1995
2018,Data Science Team Lead,3.5,"CompQsoft
3.5","San Antonio, TX",Business Services,107000.0,200.0,1997
2019,Sr. Fraud Risk Quantitative Analyst,3.1,"Victory Capital Management Inc.
3.1","San Antonio, TX",Finance,107000.0,500.0,2013
2020,Data Engineer,3.2,"iHeartMedia
3.2","San Antonio, TX",Media,107000.0,,1972
2021,Contract Data Analyst,4.0,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology,107000.0,1000.0,1999
2022,Senior Data Analyst,4.5,"Scaleworks
4.5","San Antonio, TX",Information Technology,107000.0,50.0,2016
2023,Data Science Team Lead,3.0,"IPSecure, Inc.
3.0","San Antonio, TX",-1,107000.0,200.0,-1
2024,Federal - Data Engineer - Senior,4.2,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology,118500.0,50.0,2002
2025,Senior Data Analyst,3.5,"HCL Technologies Ltd.
3.5","San Antonio, TX",Information Technology,118500.0,,1991
2026,Data Engineer,3.2,"Navigant Consulting
3.2","San Antonio, TX",Business Services,118500.0,10000.0,1996
2027,Marketing & Data Analyst,4.1,"Principle Auto
4.1","San Antonio, TX",Retail,118500.0,1000.0,2014
2028,SCIENTIST - MICROENCAPSULATION,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,118500.0,5000.0,1947
2029,Data Engineer,4.3,"H E B
4.3","San Antonio, TX",Retail,118500.0,,1905
2030,Data Science Team Lead,-1.0,JTEC Consulting LLC (A Veteran-Owned Small Business),"San Antonio, TX",-1,118500.0,,-1
2031,COMPUTER SCIENTIST,3.8,"U.S. Navy
3.8","San Antonio, TX",Government,118500.0,5000.0,1775
2032,Data Science Team Developers with Security Clearance,4.7,"M9 Solutions
4.7","San Antonio, TX",Information Technology,118500.0,200.0,2007
2033,Research Scientist II,3.5,"Leidos
3.5","San Antonio, TX",Aerospace & Defense,118500.0,,1969
2034,Federal - Senior Machine Learning Engineer,-1.0,Accenture Contractor Jobs,"San Antonio, TX",-1,118500.0,,-1
2035,Business Intelligence Analyst II,3.6,"USAA
3.6","San Antonio, TX",Insurance,118500.0,,1922
2036,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - INFORMATION EXPLOITATION,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,118500.0,5000.0,1947
2037,DATA ENGINEER (Remote),-1.0,Tech Quarry,"San Antonio, TX",-1,118500.0,,-1
2038,Clinical Laboratory Scientist II,3.5,"Methodist Hospital Metropolitan
3.5","San Antonio, TX",Health Care,118500.0,500.0,-1
2039,Data Analyst II - Risk Adjustment Analyst,3.3,"UnitedHealth Group
3.3","San Antonio, TX",Health Care,118500.0,,1977
2040,Cinical Laboratory Scientist II,3.4,"Methodist Hospital Northeast
3.4","San Antonio, TX",Health Care,118500.0,10000.0,1995
2041,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,118500.0,5000.0,1947
2042,Sr. Scientist/Engineer,3.7,"Tetra Tech, Inc.
3.7","San Antonio, TX",Business Services,118500.0,,1966
2043,Clinical Laboratory Scientist II,3.4,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care,118500.0,10000.0,1995
2044,Data Analyst I,3.0,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,118500.0,50.0,-1
2045,ANALYST - ENGINEER - SCIENTIST - ACOUSTICS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,118500.0,5000.0,1947
2046,Cyber Security Data Scientist.,3.3,"Wits Solutions
3.3","San Antonio, TX",Business Services,118500.0,500.0,-1
2047,Senior Contract Data Analyst,4.0,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology,118500.0,1000.0,1999
2048,Data Modeler,-1.0,Cyber Warrior Network,"San Antonio, TX",Information Technology,118500.0,50.0,2015
2049,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - ELECTRICAL SYSTEMS,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,118500.0,5000.0,1947
2050,Clinical Laboratory Scientist Team Lead,3.4,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care,118500.0,10000.0,1995
2051,Data Analyst / Tableau Developer,3.9,"Technocrafts, Inc.
3.9","San Antonio, TX",Information Technology,118500.0,50.0,-1
2052,Senior Contract Data Analyst,-1.0,"Amyx, Iinc.","San Antonio, TX",-1,118500.0,,-1
2053,Computer Scientist,4.2,"U.S. Air Force
4.2","Lackland AFB, TX",Government,118500.0,,1947
2054,RESEARCH COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,4.1,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,71500.0,5000.0,1947
2055,Senior Technical Services Specialist/Scientist,-1.0,Leading OTC Pharma Manufacturer,"San Antonio, TX",-1,71500.0,,-1
2056,Epidemiology Data Analyst,2.8,"NJVC
2.8","San Antonio, TX",Information Technology,71500.0,5000.0,2001
2057,Urgent Need - Data Modeler,-1.0,Parmesoft Inc.,"San Antonio, TX",-1,71500.0,,-1
2058,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",-1.0,Cherokee Federal,"San Antonio, TX",Finance,71500.0,50.0,-1
2059,Research Scientist II with Security Clearance,3.5,"Leidos
3.5","San Antonio, TX",Aerospace & Defense,71500.0,,1969
2060,Business Intelligence Analyst Senior (Chief Financial Office),-1.0,United Services Automobile Association (USAA),"San Antonio, TX",-1,71500.0,,-1
2061,Senior Data Engineer,3.0,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,71500.0,50.0,-1
2062,Senior Social Scientist,3.4,"Leonie Industries
3.4","San Antonio, TX",Government,71500.0,200.0,2006
2063,Business Intelligence Analyst III - Credit Card,-1.0,United Services Automobile Association (USAA),"San Antonio, TX",-1,71500.0,,-1
2064,Research Scientist,3.6,"Alaka`ina Foundation Family of Companies
3.6","Fort Sam Houston, TX",-1,71500.0,1000.0,-1
2065,Data Engineer ETL Developer,3.6,"Randstad
3.6","San Antonio, TX",Business Services,71500.0,5000.0,-1
2066,Senior Data Analyst,3.3,"Convene Technologies
3.3","San Antonio, TX",Information Technology,71500.0,200.0,2005
2067,Epidemiology Data Analyst,3.8,"Chenega Healthcare Services
3.8","San Antonio, TX",Business Services,71500.0,1000.0,1974
2068,Lead Data Analyst,-1.0,South Texas Radiology Group PA,"San Antonio, TX",-1,71500.0,,-1
2069,Data Analyst - Top Secret w/ SCI Eligibility,4.0,"LMI
4.0","San Antonio, TX",Business Services,71500.0,5000.0,1961
2070,San Antonio Data Science Tutor Jobs,4.2,"Varsity Tutors
4.2","San Antonio, TX",Information Technology,71500.0,500.0,2007
